easting,northing,porosity,permeability,Poisson's ratio,Young's Modulus,water saturation,oil saturation,proppant weight (lbs),pump rate (cubic feet/min),time to pump stage (min),set time (min)
6300.0,53700.0,0.04,0.006999999999999999,0.361,8216684.11,0.059458495337248424,0.9405415046627515,795356.1756032878,275.3383403366955,38.1,50.0
6502.0,53700.0,0.04,0.006,0.361,8240433.762,0.05938304100979095,0.9406169589902091,180894.0350896029,237.6360893465248,10.0,93.0
6703.0,53700.0,0.03,0.004,0.36,8264385.291,0.059301064441843965,0.940698935558156,856789.0840074808,339.35587010901037,33.3,55.0
6905.0,53700.0,0.02,0.001,0.36,8288558.6,0.05921224621036656,0.9407877537896334,1039861.2584260649,349.2141099380048,39.3,65.0
7106.0,53700.0,0.04,0.005,0.36,8312974.174,0.05911625908282187,0.940883740917178,747616.8438823173,234.6860081396196,42.0,61.0
7308.0,53700.0,0.01,0.0,0.359,8337652.993,0.059012769448600524,0.9409872305513994,1218854.307944666,324.98343276958684,49.5,69.0
7510.0,53700.0,0.04,0.005,0.359,8362616.427999999,0.05890143921005653,0.9410985607899436,786131.5343573472,333.4663055662641,31.1,77.0
7711.0,53700.0,0.01,0.001,0.359,8387886.096,0.0587819282042667,0.9412180717957332,476958.46072194143,320.62371323185863,19.6,66.0
7913.0,53700.0,0.05,0.008,0.358,8413483.684,0.05865389722061005,0.94134610277939,1214262.7254700211,288.14441570547723,55.6,67.0
8114.0,53700.0,0.03,0.003,0.358,8439430.732,0.05851701166689013,0.9414829883331098,1084355.6774672314,343.46322194477267,41.7,81.0
8316.0,53700.0,0.04,0.006,0.35700000000000004,8465748.377999999,0.05837094591151765,0.9416290540884824,856021.2009378375,313.32169500217793,36.1,76.0
8518.0,53700.0,0.02,0.001,0.35700000000000004,8492457.058,0.058215388294236635,0.9417846117057632,669132.8220883643,278.2930599145052,31.7,74.0
8719.0,53700.0,0.04,0.004,0.35600000000000004,8519576.179,0.058050046747947885,0.941949953252052,559506.9632554597,296.98481695136263,24.9,108.0
8921.0,53700.0,0.04,0.006,0.35600000000000004,8547123.748,0.05787465491315635,0.9421253450868436,894865.1885397315,344.4369115132692,34.3,80.0
9122.0,53700.0,0.03,0.003,0.355,8575115.997000001,0.057688978557480994,0.942311021442519,815793.6872414544,347.2161765493084,31.0,85.0
9324.0,53700.0,0.03,0.002,0.355,8603566.996,0.057492822042924135,0.9425071779570758,609738.6125854243,186.27156195700698,43.2,90.0
9526.0,53700.0,0.03,0.004,0.354,8632488.287,0.05728603452387882,0.9427139654761212,987004.8757204344,307.6209723065662,42.3,95.0
9727.0,53700.0,0.04,0.005,0.354,8661888.549,0.05706851552022318,0.9429314844797768,1183363.8732588526,327.43183523200906,47.7,97.0
9929.0,53700.0,0.04,0.004,0.353,8691773.33,0.05684021950645962,0.9431597804935404,291471.62569787074,244.82645874116264,15.7,89.0
10130.0,53700.0,0.05,0.009000000000000001,0.35200000000000004,8722144.85,0.05660115919217261,0.9433988408078274,727529.5645068649,271.0136523120655,35.4,100.0
10332.0,53700.0,0.02,0.002,0.35200000000000004,8753001.9,0.05635140724956565,0.9436485927504344,722802.7564815091,267.32677893374074,35.7,96.0
10534.0,53700.0,0.04,0.006,0.35100000000000003,8784339.846,0.056091096354977416,0.9439089036450226,974838.2249131681,297.76721380714844,43.2,94.0
10735.0,53700.0,0.0,0.0,0.35,8816150.72,0.055820417544439935,0.94417958245556,846443.530580726,243.63994547475002,45.8,97.0
10937.0,53700.0,0.03,0.004,0.35,8848423.421,0.05553961701597535,0.9444603829840248,917916.7243898937,241.8998055599573,50.1,105.0
11138.0,53700.0,0.05,0.008,0.349,8881143.985,0.055248991623797775,0.9447510083762022,621192.1399063042,309.0342528677428,26.5,108.0
11340.0,53700.0,0.02,0.001,0.348,8914295.908,0.05494888338767577,0.9450511166123242,345483.83778918645,280.0586954078933,16.3,108.0
11541.0,53700.0,0.02,0.002,0.34700000000000003,8947860.523,0.05463967337791363,0.9453603266220864,781875.3501044083,365.72373898099664,28.2,126.0
11743.0,53700.0,0.03,0.004,0.34700000000000003,8981817.375,0.05432177533043637,0.9456782246695636,428342.97791089065,304.7077303143334,18.5,112.0
11945.0,53700.0,0.02,0.002,0.34600000000000003,9016144.604,0.05399562930986982,0.9460043706901302,688038.8586306316,254.64207608534463,35.7,138.0
12146.0,53700.0,0.04,0.006,0.345,9050819.306,0.053661695677199785,0.9463383043228002,743882.2035694475,280.6806726784613,35.0,117.0
12348.0,53700.0,0.03,0.004,0.344,9085817.867,0.053320449550050365,0.9466795504499496,956388.3805027636,338.8472895509051,37.2,119.0
12549.0,53700.0,0.06,0.011000000000000001,0.34299999999999997,9121116.254,0.052972375873640135,0.94702762412636,976342.725547365,396.69698728511213,32.5,137.0
12751.0,53700.0,0.05,0.01,0.342,9174573.094,0.052438537326050326,0.9475614626739496,803048.3020327468,348.6356127137194,30.4,158.0
12953.0,53700.0,0.02,0.001,0.341,9210515.364,0.052075544283492536,0.9479244557165074,1062971.022256525,286.0455385142227,49.0,131.0
13154.0,53700.0,0.03,0.005,0.34,9246673.388,0.051707442896636695,0.9482925571033634,1210281.3210918126,280.0258801783722,57.0,123.0
13356.0,53700.0,0.02,0.002,0.33899999999999997,9283023.847000001,0.0513347190522933,0.9486652809477067,715304.2191600122,274.43929935295847,34.4,122.0
13557.0,53700.0,0.02,0.002,0.33799999999999997,9319543.943,0.0509578528021199,0.94904214719788,369530.53929791116,339.8523938832034,14.3,129.0
13759.0,53700.0,0.03,0.003,0.337,9356211.462000001,0.05057731721458266,0.9494226827854172,184332.06406634315,306.93107923099427,7.9,166.0
13961.0,53700.0,0.01,0.0,0.337,9393004.825,0.05019357758182765,0.9498064224181724,967853.3680848336,326.4914965663487,39.1,138.0
14162.0,53700.0,0.03,0.004,0.336,9429903.117999999,0.04980709091898282,0.9501929090810172,1273687.562874723,315.71539383678885,53.2,134.0
14364.0,53700.0,0.05,0.006999999999999999,0.335,9466886.098,0.04941830569908188,0.950581694300918,1330901.614491254,186.6178744429248,94.1,143.0
14565.0,53700.0,0.02,0.002,0.33399999999999996,9503934.207,0.04902766177529064,0.9509723382247094,1076378.9058258173,254.02051495386402,55.9,133.0
14767.0,53700.0,0.03,0.005,0.33299999999999996,9541028.559,0.04863559044896097,0.9513644095510392,372470.69923364697,286.0150675268138,17.2,136.0
14969.0,53700.0,0.02,0.001,0.332,9578150.93,0.04824251464931178,0.9517574853506884,390121.15092640393,238.55175073056355,21.6,138.0
15170.0,53700.0,0.02,0.002,0.331,9615283.739,0.04784884919639231,0.9521511508036076,710463.4246183565,278.612402808152,33.6,144.0
15372.0,53700.0,0.05,0.01,0.33,9652410.03,0.04745500112461718,0.9525449988753828,448192.41771539865,379.06361614904836,15.6,143.0
15573.0,53700.0,0.04,0.005,0.32899999999999996,9689513.443,0.047061370048373324,0.9529386299516268,795892.0656097252,308.17051667630744,34.1,156.0
15775.0,53700.0,0.02,0.002,0.32799999999999996,9726578.19,0.04666834855583079,0.9533316514441692,828600.9179713752,256.3402476073658,42.7,153.0
15977.0,53700.0,0.04,0.006,0.327,9763589.027999999,0.04627632261907942,0.9537236773809206,572205.0168641477,356.9322043997572,21.2,163.0
16178.0,53700.0,0.02,0.002,0.326,9800531.231,0.04588567201240305,0.954114327987597,708418.8735749436,359.374435262492,26.0,157.0
