easting,northing,porosity,permeability,Poisson's ratio,Young's Modulus,water saturation,oil saturation,proppant weight (lbs),pump rate (cubic feet/min),time to pump stage (min),set time (min)
3100.0,81700.0,0.04,0.006,0.35,8278563.187000001,0.07652677578879823,0.9234732242112018,814025.4323318446,294.54026193042665,36.3,61.0
3349.0,81700.0,0.02,0.002,0.349,8300949.294,0.07711624272064682,0.9228837572793532,971953.327880088,223.1174143243248,57.2,61.0
3599.0,81700.0,0.05,0.01,0.349,8334057.326,0.0780227090561806,0.9219772909438194,654976.5472211185,260.717740192486,33.0,60.0
3848.0,81700.0,0.01,0.001,0.349,8355811.781,0.07864219843145019,0.92135780156855,1332944.714797059,259.5900001408003,67.4,80.0
4097.0,81700.0,0.03,0.004,0.348,8387961.116,0.07959477708346809,0.920405222916532,771096.1527553011,363.7712359118847,27.8,76.0
4347.0,81700.0,0.03,0.002,0.348,8409068.931,0.08024573000408433,0.9197542699959156,625445.0596912407,287.76258027924547,28.5,64.0
4596.0,81700.0,0.02,0.002,0.34700000000000003,8440237.023,0.08124658791487177,0.9187534120851282,690917.8463544375,334.9436517274576,27.1,68.0
4845.0,81700.0,0.01,0.001,0.34700000000000003,8460683.158,0.0819304475272571,0.9180695524727428,1025394.4661559692,296.7849754592134,45.4,102.0
5095.0,81700.0,0.04,0.004,0.34600000000000003,8490847.493999999,0.08298173749224008,0.91701826250776,844225.0017012295,276.1772162026841,40.1,90.0
5344.0,81700.0,0.02,0.001,0.34600000000000003,8510617.014,0.08369992470146767,0.9163000752985324,231755.63263915962,296.5619446256356,10.3,81.0
5593.0,81700.0,0.01,0.0,0.345,8539755.373,0.08480374455054622,0.9151962554494538,925506.6206875328,357.48759592743636,34.0,87.0
5843.0,81700.0,0.02,0.002,0.345,8558833.63,0.0855576277794627,0.9144423722205371,935060.7854729992,265.14988687274007,46.3,133.0
6092.0,81700.0,0.04,0.004,0.344,8586924.377,0.08671597036133886,0.9132840296386612,949945.8466041632,291.54503911411825,42.8,99.0
6341.0,81700.0,0.01,0.001,0.344,8605297.223,0.08750682908378057,0.9124931709162194,407614.3758341865,206.42326793374275,25.9,96.0
6591.0,81700.0,0.03,0.004,0.34299999999999997,8632319.637,0.08872152294287823,0.9112784770571216,839435.3114935092,225.594538015895,48.8,100.0
6840.0,81700.0,0.01,0.0,0.34299999999999997,8649973.648,0.0895505051545121,0.910449494845488,1146717.4884884285,265.1570203970466,56.8,88.0
7089.0,81700.0,0.02,0.002,0.34299999999999997,8675908.282,0.09082314656906856,0.9091768534309316,448886.58863176283,354.17312307475265,16.6,93.0
7339.0,81700.0,0.0,0.0,0.342,8692831.011,0.09169122095986383,0.9083087790401362,1117819.6739473671,219.55146192025933,66.8,97.0
7588.0,81700.0,0.03,0.003,0.342,8717660.071,0.09302309901896733,0.9069769009810328,382088.20153276576,230.07473139773572,21.8,97.0
7837.0,81700.0,0.0,0.0,0.342,8733840.299,0.09393100334530012,0.9060689966547,690150.5070487012,334.7278734919352,27.1,138.0
8087.0,81700.0,0.02,0.003,0.341,8757548.027,0.0953230209053939,0.904676979094606,1345746.784409367,312.5161221846589,56.5,125.0
8336.0,81700.0,0.0,0.0,0.341,8772976.022,0.09627120885127943,0.9037287911487204,562403.2428663597,298.92374808992315,24.7,105.0
8585.0,81700.0,0.03,0.003,0.34,8795549.072,0.09772380337282928,0.9022761966271708,698020.2840418522,257.35042828258867,35.6,116.0
8835.0,81700.0,0.02,0.002,0.34,8810216.825,0.09871239291074324,0.9012876070892568,1204874.0278099182,288.20988997949934,54.9,116.0
9084.0,81700.0,0.01,0.0,0.34,8831644.603,0.10022546211159476,0.8997745378884052,851705.9854453033,326.0042540939744,34.3,113.0
9333.0,81700.0,0.02,0.002,0.33899999999999997,8845546.043,0.10125418885916712,0.8987458111408329,1225311.993005133,329.7920001701526,48.8,117.0
9583.0,81700.0,0.02,0.002,0.33899999999999997,8865820.998,0.10282702657664954,0.8971729734233505,1124573.3655049638,310.57920109938595,47.5,126.0
9832.0,81700.0,0.0,0.0,0.33899999999999997,8878952.162999999,0.10389520573301696,0.8961047942669831,764722.8011045614,311.94044209440824,32.2,136.0
10081.0,81700.0,0.01,0.001,0.33799999999999997,8898070.006000001,0.10552645314705968,0.8944735468529403,1460760.1226071296,309.7097651138976,61.9,125.0
10331.0,81700.0,0.01,0.001,0.33799999999999997,8910429.159,0.1066329531696099,0.8933670468303901,307653.35572482017,404.51743223378264,10.0,130.0
10580.0,81700.0,0.02,0.001,0.33799999999999997,8928388.991,0.10832056950731034,0.8916794304926896,1544747.5498078528,254.365877174335,79.7,136.0
10829.0,81700.0,0.02,0.001,0.337,8939976.676,0.1094637997494834,0.8905362002505166,1536370.522191713,422.174043940492,47.8,131.0
11079.0,81700.0,0.02,0.002,0.337,8956781.025,0.11120505485076967,0.8887949451492303,748479.1828704334,253.8604750959793,38.7,132.0
11328.0,81700.0,0.0,0.0,0.337,8967600.056,0.1123829680433413,0.8876170319566588,968719.3086731669,397.83318666032136,32.0,133.0
